,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
18,-494.1561,70.833,-13.715225,17.506416,-0.7046125,-1.4318193,-15.975022,-14.332962,-10.650672,-4.5950103,-9.318059,-1.3498281,-4.1811585,-3.3096702,-11.179911,2.3871546,-5.9834256,0.106823035,-5.832582,-0.7851584,-5.800088,-0.55598885,-7.0406356,-3.223656,-6.7142096,-1.5300301,-5.615119,0.7552995,-3.2491028,-1.0030707,-2.9510498,-2.4367433,-5.5321217,-2.0907643,-3.1342113,-2.255665,-3.3053703,-4.4355054,-6.0731363,-1.2854395,angry
19,-617.05444,47.130955,-11.546609,3.6205556,-10.966116,-6.706429,-11.5732,-10.757993,-11.21756,-0.7376287,-9.593787,-4.0265822,-5.9148602,-2.4955494,-8.9365635,-6.5694013,-8.866731,-1.2451482,-8.149072,-0.70213467,-2.3819711,0.68857443,-4.9324994,1.3363395,-2.300876,0.74430573,-1.3479825,0.035563745,-1.0564902,4.621782,0.51364267,3.2033849,-1.1611731,2.6517532,1.1709989,3.1283705,-0.49611226,1.3179368,-2.0284526,0.15793446,disgust
20,-477.3708,57.547554,-5.886076,17.63627,9.479516,-1.0626898,-1.4094265,2.56016,-7.7388177,4.39243,-4.1635385,1.7865999,0.5192786,2.1600392,0.49225968,3.2780418,-3.60268,2.8301764,-1.976765,2.753069,-4.324505,3.05901,-2.4592404,2.0102992,-2.6467683,2.6293693,-3.454171,3.9059336,-5.4173174,1.7022287,-0.055698667,2.512087,0.43577018,3.187467,4.4749117,7.2281876,7.2177935,9.138268,7.1629853,8.063148,fear
21,-568.06793,54.885094,-19.468523,11.278191,-8.742241,-5.3868446,-11.334588,-13.452713,-4.912851,-1.0397742,-9.425656,-0.8877436,-10.988959,1.0075893,-9.27653,-4.176896,-4.25064,-2.8340285,-4.666131,2.3152928,-3.4331982,-3.3726308,-3.815576,-1.6021382,-1.877026,1.2728411,2.2857196,2.5308886,1.1711236,3.1270835,-1.1910542,1.3011109,0.26961604,3.2023098,3.808748,3.4825153,-3.0439448,-0.8259826,-1.1297659,3.0346565,happy
22,-449.6139,30.102457,-27.097448,-5.298467,-9.030407,-8.247946,-8.919145,-8.27336,-17.747046,2.3172417,-1.4119188,-7.3195868,-2.890968,2.0615506,-4.729172,1.3458622,-0.73322135,10.808962,12.497491,11.835121,5.9875493,1.0390586,-7.975154,3.265638,-1.2646296,0.38742575,-5.3164177,-0.37488917,-4.086997,2.4518526,-3.5368245,-1.5013378,-4.087757,1.686917,1.5412658,1.7650855,0.11108859,1.9583237,1.1605402,0.45974213,fear
23,-693.27704,80.52537,7.9980025,16.180225,9.613048,6.058491,-4.448052,-1.3499709,-4.091848,3.5995367,-0.040383305,0.17194705,3.2679965,1.6846902,-1.7469968,3.2053032,-6.9177966,3.9463003,-1.7102417,2.4002635,-4.3099155,-2.2540305,-3.3174412,-0.41451186,-4.2709537,1.6264344,-2.219758,0.9279149,-1.1369739,1.3884506,-2.3939052,1.0459975,-3.5721462,-0.61415285,-0.5438496,0.4582737,-1.7637843,-1.2555748,-2.8468208,-0.20120747,disgust
24,-602.08105,51.821594,-7.182445,-2.3163936,-3.2046118,-1.739835,-12.4934635,-15.144478,-16.67697,3.7886503,-7.3088193,-8.617973,-2.6632674,-2.343087,-5.0563993,-5.867227,-5.1445675,-0.651659,-7.945049,-4.096346,-6.3198957,-1.8447499,-7.7925024,-1.8054508,-7.5851836,-1.2778711,-5.462296,5.1154237,-0.56388235,7.224563,1.4768391,3.4196885,0.99544424,7.154331,8.582654,12.773684,9.378626,8.659512,-1.2193727,1.5645069,sad
25,-674.01636,82.42996,4.833618,19.568779,17.801847,7.2257295,-7.305456,-3.69987,-5.7334456,5.4288063,-9.135109,2.1707633,-2.0436122,0.4176062,-0.61321354,1.8998222,-2.3773558,1.5890404,-6.362382,3.0497787,-3.3766298,-0.20102282,-7.232344,1.3062093,-3.2469738,-1.1114023,-3.149593,0.57804644,-2.1071172,-0.035579115,-2.6460881,0.39711237,-2.118057,-0.59793806,-3.5656214,-0.3170301,-1.8332481,-1.114752,-2.6452565,-1.3734438,happy
26,-594.43933,69.89983,-9.244743,11.732823,15.41431,-5.6789985,-2.0495636,-0.47165495,-12.145654,-3.243857,0.8647254,-2.3151124,-2.7137568,0.6602737,-6.04485,3.9729047,-5.884504,-2.0760486,-3.6246052,-0.073767304,-5.3759418,0.77959454,-5.6473656,-0.051932696,-4.7506847,1.55144,-4.2504497,0.36688146,-2.180742,-0.119604,-3.4254513,-0.35514194,-3.8460498,-0.6838804,-3.9944522,-0.19379768,-2.1870232,0.15013428,-0.18491887,1.9964789,neutral
27,-602.2892,57.97514,-13.582258,3.0671258,0.016299002,-5.827406,-14.071789,-9.346048,-17.82199,0.095427595,-7.0005846,-8.203767,-3.7670684,-2.8392062,-1.0467695,-4.538046,-9.755992,-1.0744945,-7.9554224,-2.371853,-6.953283,-1.3621228,-7.731356,0.33163878,-6.2723274,0.5204582,-3.705883,2.3386567,1.9375755,6.948011,3.544591,5.663404,3.0584626,5.28537,5.87344,9.353205,8.637875,8.2267685,0.16847555,0.25628325,sad
28,-697.36755,76.09772,16.336212,22.299908,7.2134867,14.667611,2.6310747,-2.386642,-3.9127982,2.5782337,0.7807319,-1.695035,0.99740213,1.5295784,2.120585,5.4167867,-5.7038703,4.0865073,-2.0246944,4.711554,-7.258907,1.8776073,-2.242915,-1.7381546,-1.5573478,2.0254998,-3.3795197,2.384983,-2.264545,3.3798668,-1.0520148,-0.84032375,-2.246514,-0.49897286,-1.760318,1.3725768,-1.8276163,-1.9168817,-3.409651,-1.6699184,sad
29,-685.8814,81.57866,-1.796541,9.824217,11.110274,5.2958865,-3.0401287,-4.2433033,-10.054842,1.3454267,2.0354578,-1.4204694,3.5687087,0.4798526,-5.1660852,4.0847054,-5.8105116,-1.445545,-1.2923236,0.50203484,-4.674177,0.9451958,-4.5614185,-1.6021421,-0.8399987,0.60466635,-2.2022443,-0.51433855,-2.0056286,0.03264242,-1.7146302,-1.3948418,-2.425459,1.2183816,-2.5403664,1.9689779,-1.8578252,-1.3477042,-3.6374938,-1.1623467,calm
30,-424.48694,55.151596,-16.315454,9.319869,-0.4805239,8.23849,-8.715486,-8.627816,-17.307537,0.6520496,-0.28592303,-1.7498293,-3.3061574,-0.26079848,-2.6091938,10.246316,-4.90122,-3.2203968,-3.7634017,-0.754401,-7.560613,2.508224,-3.0829227,2.592367,-0.10822816,6.672497,-0.78283584,5.853272,1.9279186,2.607138,4.845421,5.7796087,1.6620377,3.6467793,-3.6049824,2.1068978,2.8971767,4.3902,-0.30378795,1.4381855,fear
31,-536.5729,52.880016,-16.315836,4.7742844,-10.317561,-9.329708,-17.60738,-12.591462,-4.531555,-3.088228,-12.720807,-3.6404252,-6.894198,-6.2410955,-1.8096113,-7.2859774,-4.1837683,1.5600027,-2.639778,3.7937536,0.53780955,0.22119303,-2.8456297,-1.6697847,-0.9367981,3.060966,3.6741712,2.0876133,0.84437865,-0.43285686,-2.8890133,-0.16561958,-3.462418,0.7950233,-1.2930574,1.8477945,-0.7292052,1.3205212,0.75705177,3.611229,surprised
32,-512.5563,53.065773,-17.63429,8.392065,4.7833695,-9.160997,-12.371099,-9.384213,-16.182592,-3.5210688,-4.176702,-7.04149,-4.3252363,-1.0394831,-9.17085,3.172183,-9.701265,-3.85491,-5.0501046,-3.1324763,-8.782722,-2.1370306,-6.385321,-3.0559688,-7.9347596,-1.0338988,-8.036421,-2.3029895,-5.4569883,-2.7158008,0.7539851,2.6926594,2.287114,5.8248057,2.709132,4.8159504,3.0156076,5.3044047,5.0236645,4.701858,fear
33,-669.2159,66.49815,23.762762,24.200993,5.0476766,9.4973345,0.98968124,3.4744887,-4.8920903,-1.5738008,1.9749064,-0.38379887,-5.423786,-2.137577,0.323455,4.759361,-5.191501,1.773606,-4.6589646,2.164154,-6.365605,1.2231399,-1.722356,-0.3823977,-4.163259,3.2703447,-4.788537,3.315794,-2.89423,2.2341952,-0.13463587,2.8386285,-0.0042446805,1.2711167,-3.4409516,-0.15924223,-2.7818022,0.07276803,-1.634821,-0.64893395,sad
34,-477.78436,31.493824,-26.516407,-2.5819273,-13.614683,-12.016377,-22.1821,-11.889031,-18.51552,-1.2681612,-13.030603,-10.007904,-5.203672,-6.1083684,-1.946888,-2.9256086,-9.62011,4.34388,0.14297898,9.448496,10.9100275,14.841935,3.8786864,8.003023,-4.3132544,4.383447,-3.393443,2.9811382,-2.461001,2.6544297,-1.8060668,-0.9146191,-4.8926125,0.0151838,-0.78979594,0.80352247,-0.6504673,0.55192786,0.08620448,1.4791178,fear
35,-608.85535,62.944057,-13.628609,24.09227,2.7290819,-3.4618793,-2.066766,-7.135041,-2.6605117,-0.75498664,-2.8688617,-3.6536832,-3.0881743,1.1423558,-2.6898057,-2.6447866,-4.8014264,2.7967243,-3.4913008,2.4157095,-1.8880324,1.5192949,-1.3898026,4.6363034,-1.9326365,1.9362149,-1.9593956,3.281735,0.15582559,3.3648095,-0.37470415,3.9207652,3.151501,5.89469,3.511184,3.529323,0.9164321,3.8597574,6.06353,8.641062,happy
36,-608.52673,54.55269,9.638095,14.292057,1.9682293,-4.7296176,-8.328875,-7.833615,-4.546685,-0.50984013,-7.5039907,5.616073,-6.9111276,-0.86966956,-4.955594,-1.5933219,-2.9765406,1.6584901,-2.790955,1.3882802,-4.3776765,-0.94494754,-2.2885487,0.7402063,-0.72767574,0.4043683,-1.3461714,3.0594125,2.6789627,6.17398,5.1142635,8.059657,6.2081447,9.403112,6.1003175,6.4424458,2.3671381,5.000361,2.8473072,5.1977286,disgust
37,-604.49396,62.03902,2.169532,12.075942,-1.3740009,-10.78016,-18.966637,-5.986393,-8.908114,1.7256498,-11.68117,-1.2821004,-5.3515277,-6.4765964,-2.5866215,-5.0897775,-6.0298553,-2.265102,-10.714591,-1.6774993,-6.8915334,-3.961885,-5.2545066,-1.9172974,-5.9194126,-0.20923011,-1.7031122,1.5561508,0.40495586,1.8387922,-0.6273082,3.6667244,0.5172689,3.7221246,-0.21582863,1.8441155,-0.4013168,1.8650348,0.80448985,2.1427689,neutral
38,-586.5444,44.5932,-17.341076,3.3907301,-11.781609,-9.979109,-9.650828,-15.045975,-11.743676,-3.661286,-8.474117,-8.063574,-8.7845745,1.579288,-10.276139,-0.84013987,-4.786021,-1.0192777,-3.6781888,2.9874158,-0.69510484,6.821578,-0.7581003,4.6339,-1.8560458,-0.06154046,-2.5003273,0.7631357,-0.61830324,1.039773,-2.8159032,1.7308925,1.3421768,2.5935633,-0.37124836,-0.008548105,-1.0229514,0.5012549,0.4625344,0.9723303,surprised
39,-561.51105,67.17256,-11.908407,16.400831,18.500252,-1.056771,-3.2580698,-5.5602436,-14.88995,1.1660502,-1.7672278,-5.118179,-0.028149333,4.813025,-6.3638496,-1.6231534,2.140329,1.7471436,-9.532398,4.944306,-4.251657,0.8919344,-7.6067305,2.327803,-3.0484507,-0.20200118,-3.8125436,1.8002478,-3.5490465,0.4153219,-1.1302508,0.73208976,-0.92784655,1.8248703,-3.7927368,-0.27053937,-1.2298152,-0.61768734,-2.5083504,-2.3939784,angry
40,-701.76294,39.430946,2.0761268,12.1220045,-9.816546,-3.8108728,-10.478972,-10.262126,-7.3987722,-6.1650205,-8.106293,-8.713941,-7.9356623,-4.3715086,-7.8182993,-2.2504609,-4.888264,-5.0465937,-7.091256,-0.48307353,-6.9649115,-1.1436911,-4.7931485,3.000314,-1.011151,6.017558,1.896006,5.791753,0.5019874,3.5570326,1.1069949,6.713219,2.289359,4.5852275,0.7512632,3.0872967,-0.55128264,3.622061,-1.7153015,-0.8441642,calm
41,-679.77246,59.069862,-12.568713,12.996098,1.0405649,-11.332908,-18.48218,-7.9325023,-2.7827957,0.06125319,-7.4371247,-1.9895505,-9.343304,-0.016716532,-7.253013,-2.4253416,-10.55544,-3.303383,-6.1728044,-6.9865427,-4.6645856,-2.9005728,-7.678824,1.1806753,-5.4312377,3.5969002,-0.15463203,6.136173,-1.9485418,4.5583677,-2.037942,7.1891723,4.90445,11.32959,6.9175906,8.535207,6.062829,8.215654,8.257527,7.3850393,calm
42,-674.8187,66.61771,-4.4082785,13.528144,5.613249,3.9869437,-6.238596,-5.1330585,-12.159843,2.8518808,0.102738164,-4.2349625,3.8181114,-0.64923453,-5.1552286,5.3916726,-8.826763,1.2392641,1.264582,-2.2632568,-3.1914907,0.3604246,-3.3225076,-0.14327316,-2.6753051,0.85065675,-0.7964283,1.6167326,0.0022459636,-0.34639418,-0.9999682,-1.1833103,-0.57819927,1.0943755,-0.7956267,1.4125232,-2.6463544,-1.4488894,-2.322485,-0.4518051,neutral
43,-705.31384,67.18434,11.497403,20.372196,10.36129,7.275566,-0.3696701,-4.3337364,-4.0438075,-0.06261587,-2.4078877,-6.7837944,-0.13450217,1.4525268,-1.1385015,0.3627269,-4.362863,5.329169,-0.60379326,5.738482,-0.4541441,2.1626077,-2.0784886,5.6842804,-0.012890291,4.395488,-1.3895833,5.5082474,1.4776688,8.676952,4.299945,10.086103,9.109362,10.223024,6.8424516,5.617036,1.484833,2.901185,1.3431121,4.0776114,sad
44,-634.0881,63.586414,-2.3689852,11.394062,3.4697845,-1.363444,-8.690157,-5.9829674,-13.017637,-5.386226,-1.9034859,-4.5721874,-2.5165138,-4.2488503,-6.6895523,1.4566106,-11.044385,-3.203759,-4.3599977,-2.393781,-7.6490264,-2.4013333,-6.242958,-5.7238073,-3.5399806,-1.2773367,-7.2892833,0.13923584,-5.2635374,-1.669819,-4.3767686,-3.6944506,-1.5326594,-1.6397036,-2.9997814,0.679626,0.13018544,0.36079398,-2.4947174,-1.7608402,surprised
45,-351.17828,50.967354,-30.234097,-2.0605679,-16.284998,-11.668148,-10.760684,-11.38348,-17.835258,-3.7930532,-10.32875,-7.9618855,-10.430579,-6.862697,1.1731426,-3.2842116,-2.812527,8.794098,1.2832601,6.6231446,0.3896975,5.656534,-0.90434897,4.5959935,1.0406433,3.0154269,-1.9808868,2.7601016,-1.7910167,-0.6407976,-1.0367236,-0.4768734,-0.13344166,1.7015896,-1.5635756,2.4784467,0.075338185,0.43478224,-1.1953087,1.0952784,angry
46,-564.83594,75.2885,-8.25349,16.250362,4.381979,-0.15342495,-17.710865,-7.497445,-7.653815,-7.688627,-0.5284316,-3.596035,-7.0813894,2.5648386,-7.2555833,1.730357,-5.3919935,-1.4463586,-3.5803723,-3.4864657,-9.173863,-1.0433779,-2.3311248,-3.7350843,-8.073693,2.1797724,-3.7557788,2.223992,-2.948117,0.59509057,-2.8556905,0.19228524,-3.8865013,-0.7599059,-1.8830941,-0.8555325,-3.220417,-2.7329645,-3.2388544,2.6255329,sad
47,-649.02026,67.350975,-6.648402,6.2903733,-0.7662604,-13.078715,-18.535295,-11.1141205,-3.1414237,2.5930674,-11.360547,-1.752454,-6.3199477,-5.1639647,-2.4623656,-2.7481935,-5.557174,4.1390467,-5.6163774,1.399474,3.5193777,4.707361,4.336128,7.5109377,2.738962,2.9849606,0.15297394,8.256255,5.4757047,10.6512,6.8547144,9.89935,5.065084,6.683167,2.216465,8.035602,2.8326702,5.279464,3.9396443,5.427293,surprised
48,-478.8735,48.990944,-0.50093865,9.113789,-4.077823,0.3690423,-6.360558,-2.2368047,-8.196507,1.1371847,-2.27161,-2.352284,-2.5886323,-2.709254,-4.4303155,0.58683103,-8.720866,2.3426244,-4.393145,-0.1806026,-1.3287083,5.4154086,0.5698296,8.182282,4.206552,8.881426,3.6352317,6.772826,3.4290845,5.0976863,4.357167,6.7432103,4.1388297,5.694281,3.015424,4.7205176,2.0999415,2.5491574,1.9757257,4.9010773,happy
49,-323.20938,51.41173,-22.947197,1.1498898,-5.047531,-7.4786663,-8.535016,-5.5830193,-4.017652,-1.5797182,-0.41537172,2.2321687,-4.24143,3.9994552,-8.500158,5.347486,-2.492227,4.0058107,4.8346953,11.458477,2.5232759,8.682576,2.001113,4.650256,-0.96960187,5.389495,-0.9558255,3.6551204,1.0556008,5.3981223,1.000461,4.926745,-0.018606618,4.780054,1.8892708,3.9860098,1.6860749,5.4175577,0.35697672,3.355185,angry
50,-712.61615,74.53322,20.385515,34.304905,9.517009,15.555946,1.7821647,0.65826505,-11.878327,6.163538,-0.6917691,-0.7449529,0.89497185,1.4749202,-1.1169417,5.5649652,-4.197832,2.4211094,2.6636302,1.2402672,-3.3034317,2.524492,-4.952462,-1.575748,-0.32337347,2.645716,-1.9600432,3.596205,-0.6247638,1.2850527,-1.9146583,-0.037287287,0.48410815,0.24659084,1.1385332,2.1329048,-0.9648981,0.8905277,-0.022233538,2.5677001,calm
51,-480.82104,63.47405,-13.54357,14.632951,-0.08157817,-10.504593,-10.529419,-3.9968576,-20.755283,-1.4764489,-9.067676,-10.483862,-3.6326501,-3.8256886,-4.7284913,-2.9211695,-10.776202,-2.6315324,-5.4009137,-3.2390175,-4.553666,-1.0616446,-5.11636,-1.3014189,-1.3733965,1.2199222,-2.2999554,4.0528245,-2.8637867,3.4742472,-2.4685237,1.1562053,-0.61239874,-0.3792463,-2.5181482,1.098363,-1.1742201,-0.0072284588,-3.5954516,-0.6531807,surprised
52,-790.6895,49.218273,-6.426155,19.986477,-3.1254756,-2.897222,-8.782281,-9.492957,-8.538267,-1.7148614,-8.134961,-5.1917753,-6.268448,1.6795223,-11.251876,-2.4841948,-8.398694,-1.3804036,-6.429116,-5.014705,-4.739421,-2.7869492,-7.640709,0.67344403,-6.0172567,-1.195198,-2.478371,-0.81080264,-0.8739522,3.223997,-0.13020226,6.8771806,2.781356,9.021812,4.992221,8.257554,3.6626575,5.2383347,0.11211995,2.154724,calm
53,-732.36346,52.63417,6.010702,-0.007182312,-5.815524,-0.14633234,-21.603403,-6.353836,-7.740161,0.22816063,-9.675847,0.42622992,-8.912153,-3.6493828,-1.5007114,-2.8822281,-6.8036137,-0.19253911,-10.536572,-5.2846093,-6.9022765,-1.4652952,-5.997974,-1.7119164,-1.18204,3.5427094,1.3734196,9.600924,3.4283922,7.726326,4.3088737,9.189978,6.7952776,9.181964,2.2757328,3.6980128,-0.74154097,4.6826477,1.4594297,3.6069672,disgust
